name,stars,rating_no,price
"California Gold Nutrition, Liposomal Vitamin C, 250 mg, 60 Veggie Capsules","4.7/5 - 1,543 Reviews","1,543","SG$18.23,SG$24.97,27% Off"
"California Gold Nutrition, MATCHA ROAD, Matcha + Vitamin C - Original, 10 Count",4/5 - 968 Reviews,968,"SG$14.24,SG$19.51,27% Off"
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 1,000 mg, 60 Veggie Capsules","4.8/5 - 268,738 Reviews","268,738",SG$8.09
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 1,000 mg, 240 Veggie Capsules","4.8/5 - 268,738 Reviews","268,738",SG$22.80
"California Gold Nutrition, Immune 4, Immune System Support, 60 Veggie Capsules","4.7/5 - 153,975 Reviews","153,975",SG$10.79
"NutriBiotic, Immunity, Sodium Ascorbate, Crystalline Powder, 8 oz (227 g)","4.9/5 - 63,441 Reviews","63,441",SG$16.64
"ChildLife Essentials, Essentials, Liquid Vitamin C, Natural Orange, 4 fl oz (118.5 ml)","4.9/5 - 38,164 Reviews","38,164",SG$11.78
"NOW Foods, C-1000, 250 Tablets","4.8/5 - 24,028 Reviews","24,028",SG$30.55
"21st Century, Vitamin C, 1,000 mg, 60 Tablets","4.7/5 - 19,222 Reviews","19,222",SG$5.75
"Dr. Mercola, Liposomal Vitamin C, 500 mg, 180 Capsules","4.7/5 - 15,508 Reviews","15,508",SG$70.15
"NaturesPlus, Source of Life, Animal Parade, Vitamin C,  Orange Juice, 90 Animal-Shaped Tablets","4.9/5 - 16,567 Reviews","16,567",SG$14.19
"Dr. Mercola, Liposomal Vitamin C, 500 mg, 60 Capsules","4.7/5 - 15,508 Reviews","15,508",SG$31.70
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 60 Veggie Capsules","4.8/5 - 35,539 Reviews","35,539",SG$8.64
"NutriBiotic, Immunity, Sodium Ascorbate, Crystalline Powder, 16 oz (454 g)","4.9/5 - 63,441 Reviews","63,441",SG$28.52
"21st Century, Vitamin C, 500 mg, 110 Tablets","4.8/5 - 22,552 Reviews","22,552",SG$6.71
"NOW Foods, C-1000, 100 Tablets","4.8/5 - 24,028 Reviews","24,028",SG$14.16
"NeoCell, Super Collagen, + Vitamin C & Biotin,  180 Tablets","4.6/5 - 40,746 Reviews","40,746",SG$25.44
"Natural Factors, Vitamin C, Time Release, 1,000 mg, 180 Tablets","4.7/5 - 10,532 Reviews","10,532",SG$20.47
"Codeage, Vitamins, Liposomal Vitamin C+, Vitamin C, Quercetin, Rosehips, Zinc, 180 Capsules","4.8/5 - 2,724 Reviews","2,724",SG$47.28
"Solaray, Liposomal Vitamin C, 500 mg, 100 VegCaps","4.7/5 - 3,849 Reviews","3,849",SG$29.68
"Solaray, Timed Release Vitamin C with Rose Hip & Acerola, 1,000 mg, 100 Tablets","4.7/5 - 13,172 Reviews","13,172",SG$14.50
"NutriBiotic, Immunity, Vitamin C + D3 & Zinc, 100 Capsules","4.9/5 - 7,845 Reviews","7,845",SG$13.61
"Aurora Nutrascience, Mega-Liposomal Vitamin C, Organic Fruit, 3,000 mg, 16 fl oz (480 ml)","4.7/5 - 3,735 Reviews","3,735",SG$66.11
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 500 mg, 240 Veggie Capsules","4.8/5 - 24,800 Reviews","24,800",SG$18.43
"NaturesPlus, Animal Parade, Vitamin C Children's Chewable Supplement, Orange Juice, Sugar Free, 90 Animal-Shaped Tablets","4.9/5 - 13,349 Reviews","13,349",SG$17.30
"Solgar, Ester-C Plus, Vitamin C,  500 mg, 100 Vegetable Capsules","4.9/5 - 14,800 Reviews","14,800",SG$20.25
