name,stars,rating_no,price
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 1,000 mg, 60 Veggie Capsules","4.8/5 - 269,505 Reviews","269,505","SG$4.09,SG$8.09,49% Off"
"California Gold Nutrition, MATCHA ROAD, Matcha + Vitamin C - Original, 10 Count",4/5 - 973 Reviews,973,"SG$9.76,SG$19.52,50% Off"
"California Gold Nutrition, Immune 4, Immune System Support, 60 Veggie Capsules","4.7/5 - 154,221 Reviews","154,221",SG$10.80
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 1,000 mg, 240 Veggie Capsules","4.8/5 - 269,505 Reviews","269,505",SG$22.73
"NutriBiotic, Immunity, Sodium Ascorbate, Crystalline Powder, 8 oz (227 g)","4.9/5 - 63,588 Reviews","63,588",SG$16.64
"NOW Foods, C-1000, 250 Tablets","4.8/5 - 24,103 Reviews","24,103",SG$30.57
"ChildLife Essentials, Essentials, Liquid Vitamin C, Natural Orange, 4 fl oz (118.5 ml)","4.9/5 - 38,265 Reviews","38,265",SG$11.79
"21st Century, Vitamin C, 1,000 mg, 60 Tablets","4.7/5 - 19,262 Reviews","19,262",SG$5.75
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 60 Veggie Capsules","4.8/5 - 35,626 Reviews","35,626",SG$8.64
"NaturesPlus, Animal Parade, Vitamin C Children's Chewable Supplement, Orange Juice, Sugar Free, 90 Animal-Shaped Tablets","4.9/5 - 13,392 Reviews","13,392","SG$15.58,SG$17.31,10% Off"
"NOW Foods, C-1000, 100 Tablets","4.8/5 - 24,103 Reviews","24,103",SG$14.17
"21st Century, Vitamin C, 500 mg, 110 Tablets","4.8/5 - 22,613 Reviews","22,613",SG$6.71
"NaturesPlus, Source of Life, Animal Parade, Vitamin C,  Orange Juice, 90 Animal-Shaped Tablets","4.9/5 - 16,624 Reviews","16,624",SG$14.19
"Dr. Mercola, Liposomal Vitamin C, 500 mg, 180 Capsules","4.7/5 - 15,575 Reviews","15,575",SG$70.18
"NutriBiotic, Immunity, Sodium Ascorbate, Crystalline Powder, 16 oz (454 g)","4.9/5 - 63,588 Reviews","63,588",SG$28.53
"Dr. Mercola, Liposomal Vitamin C, 500 mg, 60 Capsules","4.7/5 - 15,575 Reviews","15,575",SG$31.71
"Solgar, Ester-C Plus, Vitamin C,  500 mg, 100 Vegetable Capsules","4.9/5 - 14,832 Reviews","14,832",SG$20.26
"Natural Factors, Vitamin C, Time Release, 1,000 mg, 180 Tablets","4.7/5 - 10,573 Reviews","10,573",SG$20.48
"NutriBiotic, Immunity, Vitamin C + D3 & Zinc, 100 Capsules","4.9/5 - 7,890 Reviews","7,890",SG$13.62
"California Gold Nutrition, Buffered Gold C, Non-Acidic Vitamin C Powder, Sodium Ascorbate, 8.40 oz (238 g)","4.8/5 - 14,952 Reviews","14,952",SG$20.06
"Aurora Nutrascience, Mega-Pack+ Vitamin C, 3,000 mg, 32 Packs, 0.5 fl oz (15 ml) Each",4.7/5 - 708 Reviews,708,SG$70.60
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 500 mg, 240 Veggie Capsules","4.8/5 - 24,850 Reviews","24,850",SG$18.43
"Natural Factors, Vitamin C, Plus Bioflavonoids & Rosehips, 1,000 mg, 90 Tablets","4.8/5 - 7,982 Reviews","7,982",SG$11.52
"Lake Avenue Nutrition, Vitamin C, Quali-C, 1,000 mg, 60 Veggie Capsules","4.7/5 - 18,430 Reviews","18,430",SG$10.08
"Life Extension, Glutathione, Cysteine & C, 100 Capsules","4.5/5 - 3,294 Reviews","3,294",SG$24.14
"Codeage, Vitamins, Liposomal Vitamin C+, Vitamin C, Quercetin, Rosehips, Zinc, 180 Capsules","4.8/5 - 2,749 Reviews","2,749",SG$47.30
