name,stars,rating_no,price
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 1,000 mg, 60 Veggie Capsules","4.8/5 - 270,937 Reviews","270,937","SG$4.09,SG$8.09,49% Off"
"California Gold Nutrition, Immune 4, Immune System Support, 60 Veggie Capsules","4.7/5 - 154,640 Reviews","154,640","SG$8.86,SG$11.08,20% Off"
"ChildLife Essentials, Essentials, Liquid Vitamin C, Natural Orange, 4 fl oz (118.5 ml)","4.9/5 - 38,481 Reviews","38,481","SG$9.43,SG$11.79,20% Off"
"NOW Foods, C-1000, 250 Tablets","4.8/5 - 24,266 Reviews","24,266","SG$24.46,SG$30.57,20% Off"
"21st Century, Vitamin C, 1,000 mg, 60 Tablets","4.7/5 - 19,360 Reviews","19,360","SG$4.60,SG$5.75,20% Off"
"California Gold Nutrition, Liposomal Vitamin C, 1,000 mg, 30 Packets, 0.2 fl oz (6 ml) Each","4.4/5 - 2,682 Reviews","2,682","SG$54.50,SG$68.13,20% Off"
"Lake Avenue Nutrition, Vitamin C, Quali-C, 1,000 mg, 60 Veggie Capsules","4.7/5 - 18,472 Reviews","18,472","SG$8.06,SG$10.08,20% Off"
"Dr. Mercola, Liposomal Vitamin C, 500 mg, 180 Capsules","4.7/5 - 15,695 Reviews","15,695",SG$70.18
"NOW Foods, C-1000, 100 Tablets","4.8/5 - 24,266 Reviews","24,266","SG$11.34,SG$14.17,20% Off"
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 500 mg, 240 Veggie Capsules","4.8/5 - 24,953 Reviews","24,953","SG$15.06,SG$18.83,20% Off"
"California Gold Nutrition, Buffered Gold C, Non-Acidic Vitamin C Powder, Sodium Ascorbate, 8.40 oz (238 g)","4.8/5 - 15,010 Reviews","15,010","SG$11.28,SG$20.14,44% Off"
"NaturesPlus, Source of Life, Animal Parade, Vitamin C,  Orange Juice, 90 Animal-Shaped Tablets","4.9/5 - 16,706 Reviews","16,706","SG$11.35,SG$14.19,20% Off"
"Natural Factors, Vitamin C, Time Release, 1,000 mg, 180 Tablets","4.7/5 - 10,636 Reviews","10,636","SG$16.38,SG$20.48,20% Off"
"Solaray, Timed Release Vitamin C with Rose Hip & Acerola, 1,000 mg, 100 Tablets","4.7/5 - 13,280 Reviews","13,280","SG$11.61,SG$14.51,20% Off"
"NutriBiotic, Immunity, Vitamin C + D3 & Zinc, 100 Capsules","4.9/5 - 7,987 Reviews","7,987","SG$10.90,SG$13.62,20% Off"
"Doctor's Best, Pure Vitamin C Powder with Q-C, 8.8 oz (250 g)","4.6/5 - 4,626 Reviews","4,626","SG$23.20,SG$29.00,20% Off"
"Solaray, Liposomal Vitamin C, 500 mg, 100 VegCaps","4.7/5 - 3,912 Reviews","3,912","SG$23.75,SG$29.69,20% Off"
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 60 Veggie Capsules","4.8/5 - 35,773 Reviews","35,773","SG$7.14,SG$8.93,20% Off"
"Dr. Mercola, Liposomal Vitamin C, 500 mg, 60 Capsules","4.7/5 - 15,695 Reviews","15,695",SG$31.71
"California Gold Nutrition, Gold C Powder, Vitamin C, 1,000 mg, 8.81 oz (250 g)","4.7/5 - 14,455 Reviews","14,455","SG$11.37,SG$14.21,20% Off"
"Codeage, Vitamins, Liposomal Vitamin C+, Vitamin C, Quercetin, Rosehips, Zinc, 180 Capsules","4.8/5 - 2,783 Reviews","2,783",SG$47.30
"Aurora Nutrascience, Mega-Liposomal Vitamin C, Organic Fruit, 3,000 mg, 16 fl oz (480 ml)","4.7/5 - 3,771 Reviews","3,771","SG$52.90,SG$66.13,20% Off"
"Aurora Nutrascience, Mega-Pack+ Glutathione, 750 mg, 32 Packs, 0.5 fl oz (15 ml) Each","4.6/5 - 1,174 Reviews","1,174","SG$76.64,SG$95.80,20% Off"
"NaturesPlus, Animal Parade, Vitamin C Children's Chewable Supplement, Orange Juice, Sugar Free, 90 Animal-Shaped Tablets","4.9/5 - 13,466 Reviews","13,466","SG$13.85,SG$17.31,20% Off"
