name,stars,rating_no,price
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 1,000 mg, 60 Veggie Capsules","4.8/5 - 269,152 Reviews","269,152","SG$4.09,SG$8.09,49% Off"
"California Gold Nutrition, MATCHA ROAD, Matcha + Vitamin C - Original, 10 Count",4/5 - 971 Reviews,971,"SG$9.76,SG$19.52,50% Off"
"California Gold Nutrition, Immune 4, Immune System Support, 60 Veggie Capsules","4.7/5 - 154,104 Reviews","154,104",SG$10.80
"California Gold Nutrition, Gold C, USP Grade Vitamin C, 1,000 mg, 240 Veggie Capsules","4.8/5 - 269,152 Reviews","269,152",SG$22.81
"NutriBiotic, Immunity, Sodium Ascorbate, Crystalline Powder, 8 oz (227 g)","4.9/5 - 63,522 Reviews","63,522",SG$16.64
"NOW Foods, C-1000, 250 Tablets","4.8/5 - 24,067 Reviews","24,067",SG$30.57
"ChildLife Essentials, Essentials, Liquid Vitamin C, Natural Orange, 4 fl oz (118.5 ml)","4.9/5 - 38,220 Reviews","38,220",SG$11.79
"21st Century, Vitamin C, 1,000 mg, 60 Tablets","4.7/5 - 19,245 Reviews","19,245",SG$5.75
"California Gold Nutrition, Buffered Gold C, GOLD Standard Sodium Ascorbate (Vitamin C), 750 mg, 60 Veggie Capsules","4.8/5 - 35,583 Reviews","35,583",SG$8.64
"NeoCell, Super Collagen, + Vitamin C & Biotin,  180 Tablets","4.6/5 - 40,789 Reviews","40,789",SG$25.45
"21st Century, Vitamin C, 500 mg, 110 Tablets","4.8/5 - 22,592 Reviews","22,592",SG$6.71
"NaturesPlus, Source of Life, Animal Parade, Vitamin C,  Orange Juice, 90 Animal-Shaped Tablets","4.9/5 - 16,597 Reviews","16,597",SG$14.19
"Dr. Mercola, Liposomal Vitamin C, 500 mg, 180 Capsules","4.7/5 - 15,544 Reviews","15,544",SG$70.18
"NOW Foods, C-1000, 100 Tablets","4.8/5 - 24,067 Reviews","24,067",SG$14.17
